yr,cluster_id,full_name,country,field,indicator,value
2000,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0
2000,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0
2001,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0
2001,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0
2002,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0
2002,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0
2003,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0
2003,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0
2004,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0
2004,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0
2005,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0
2005,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0
2006,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0
2006,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0
2007,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0
2007,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0
2008,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.001
2008,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0.001
2009,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.004
2009,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0.006
2010,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.011
2010,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0.016
2011,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.03
2011,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0.043
2012,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.066
2012,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0.089
2013,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.116
2013,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0.142
2014,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.174
2014,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0.205
2015,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.249
2015,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0.292
2016,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.349
2016,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0.406
2017,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.476
2017,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0.547
2018,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.652
2018,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,0.758
2019,27480865,"sovacool, bk",Denmark,Economics,cum_pct_cit,0.879
2019,27480865,"sovacool, bk",United Kingdom,Economics,cum_pct_cit,1
1980,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0
1981,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0
1982,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0
1983,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.001
1984,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.003
1985,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.004
1986,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.006
1987,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.009
1988,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.011
1989,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.014
1990,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.018
1991,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.02
1992,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.024
1993,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.027
1994,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.033
1995,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.038
1996,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.045
1997,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.054
1998,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.066
1999,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.079
2000,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.098
2001,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.116
2002,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.138
2003,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.162
2004,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.19
2005,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.225
2006,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.26
2007,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.297
2008,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.336
2009,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.383
2010,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.427
2011,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.478
2012,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.535
2013,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.6
2014,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.655
2015,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.718
2016,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.786
2017,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.848
2018,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,0.919
2019,30610796,"foyer, ch",United Kingdom,Biology,cum_pct_cit,1
1980,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0
1981,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0
1982,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0
1983,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0
1984,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0
1985,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0
1986,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0
1987,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0
1988,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0
1989,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0
1990,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0
1991,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.005
1992,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.016
1993,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.033
1994,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.053
1995,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.084
1996,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.114
1997,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.154
1998,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.188
1999,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.217
2000,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.248
2001,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.28
2002,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.307
2003,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.334
2004,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.366
2005,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.394
2006,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.421
2007,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.448
2008,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.476
2009,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.518
2010,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.559
2011,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.603
2012,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.652
2013,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.702
2014,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.745
2015,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.793
2016,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.847
2017,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.9
2018,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,0.948
2019,31705080,"juselius, k",Denmark,Economics,cum_pct_cit,1
1980,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0
1981,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0
1982,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0
1983,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.001
1984,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.001
1985,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.001
1986,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.002
1987,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.003
1988,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.005
1989,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.007
1990,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.011
1991,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.014
1992,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.018
1993,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.025
1994,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.031
1995,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.039
1996,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.051
1997,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.064
1998,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.081
1999,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.099
2000,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.117
2001,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.139
2002,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.162
2003,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.183
2004,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.207
2005,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.242
2006,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.282
2007,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.316
2008,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.359
2009,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.405
2010,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.452
2011,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.502
2012,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.557
2013,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.613
2014,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.672
2015,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.736
2016,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.804
2017,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.87
2018,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,0.938
2019,32600568,"clarke, kr",United Kingdom,Biology,cum_pct_cit,1
1980,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1980,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1981,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1981,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1982,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1982,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1983,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1983,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1984,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1984,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1985,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1985,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1986,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1986,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1987,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1987,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1988,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1988,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1989,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1989,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1990,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1990,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1991,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1991,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0
1992,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0
1992,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.001
1993,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.001
1993,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.001
1994,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.001
1994,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.001
1995,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.001
1995,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.002
1996,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.002
1996,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.002
1997,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.003
1997,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.004
1998,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.006
1998,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.007
1999,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.01
1999,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.012
2000,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.017
2000,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.021
2001,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.026
2001,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.03
2002,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.035
2002,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.041
2003,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.048
2003,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.054
2004,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.061
2004,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.069
2005,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.082
2005,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.094
2006,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.104
2006,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.114
2007,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.127
2007,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.139
2008,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.157
2008,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.176
2009,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.197
2009,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.218
2010,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.243
2010,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.268
2011,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.298
2011,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.327
2012,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.359
2012,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.39
2013,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.423
2013,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.456
2014,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.493
2014,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.53
2015,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.57
2015,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.61
2016,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.656
2016,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.702
2017,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.746
2017,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.791
2018,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.84
2018,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,0.889
2019,32667861,"jennings, s",Denmark,Biology,cum_pct_cit,0.944
2019,32667861,"jennings, s",United Kingdom,Biology,cum_pct_cit,1
1980,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0
1981,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0
1982,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0
1983,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0
1984,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0
1985,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0
1986,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0
1987,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0
1988,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0
1989,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.001
1990,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.002
1991,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.003
1992,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.004
1993,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.005
1994,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.008
1995,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.012
1996,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.016
1997,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.022
1998,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.029
1999,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.038
2000,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.048
2001,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.058
2002,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.071
2003,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.083
2004,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.097
2005,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.116
2006,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.136
2007,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.159
2008,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.183
2009,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.215
2010,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.25
2011,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.291
2012,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.34
2013,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.401
2014,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.472
2015,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.555
2016,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.646
2017,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.749
2018,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,0.873
2019,34356797,"duarte, cm",Denmark,Biology,cum_pct_cit,1
1980,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0
1981,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0
1982,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0
1983,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0
1984,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.001
1985,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.002
1986,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.003
1987,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.005
1988,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.007
1989,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.011
1990,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.015
1991,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.02
1992,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.027
1993,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.036
1994,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.044
1995,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.057
1996,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.069
1997,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.082
1998,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.097
1999,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.115
2000,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.132
2001,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.151
2002,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.171
2003,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.192
2004,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.215
2005,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.236
2006,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.265
2007,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.296
2008,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.328
2009,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.36
2010,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.396
2011,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.435
2012,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.477
2013,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.53
2014,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.588
2015,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.652
2016,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.723
2017,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.8
2018,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,0.892
2019,36240254,"brookes, pc",United Kingdom,Biology,cum_pct_cit,1
1980,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0
1981,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0
1982,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.002
1983,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.004
1984,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.007
1985,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.011
1986,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.017
1987,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.025
1988,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.033
1989,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.042
1990,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.05
1991,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.063
1992,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.074
1993,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.086
1994,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.097
1995,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.11
1996,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.124
1997,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.142
1998,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.161
1999,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.178
2000,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.195
2001,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.212
2002,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.234
2003,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.255
2004,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.276
2005,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.301
2006,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.325
2007,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.349
2008,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.377
2009,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.41
2010,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.444
2011,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.488
2012,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.537
2013,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.593
2014,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.652
2015,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.711
2016,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.775
2017,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.852
2018,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,0.925
2019,37710175,"raven, ja",United Kingdom,Biology,cum_pct_cit,1
1980,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1981,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1982,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1983,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1984,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1985,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1986,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1987,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1988,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1989,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1990,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1991,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1992,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0
1993,42470214,"hammer, b",Denmark,Physics,cum_pct_cit,0.001
