yr,cluster_id,full_name,country,field,indicator,value
2003,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,50
2004,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,59
2005,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,72
2006,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,87
2007,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,107
2008,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,138
2009,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,157
2010,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,174
2011,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,188
2012,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,207
2013,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,231
2014,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,244
2015,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,259
2016,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,275
2017,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,291
2018,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,307
2019,25476244,"ferrari, ac",United Kingdom,Physics,cum_pub,307
1980,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,0
1981,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,0
1982,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,0
1983,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,0
1984,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,0
1985,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,0
1986,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,1
1987,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,4
1988,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,6
1989,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,8
1990,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,11
1991,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,15
1992,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,21
1993,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,29
1994,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,40
1995,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,51
1996,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,61
1997,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,71
1998,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,74
1999,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,79
2000,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,83
2001,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,91
2002,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,98
2003,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,108
2004,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,115
2005,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,125
2006,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,129
2007,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,130
2008,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,133
2009,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,137
2010,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,146
2011,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,156
2012,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,171
2013,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,177
2014,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,187
2015,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,196
2016,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,202
2017,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,212
2018,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,218
2019,26220541,"jacobsen, kw",Denmark,Physics,cum_pub,218
1980,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,7
1981,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,16
1982,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,25
1983,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,29
1984,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,37
1985,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,49
1986,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,66
1987,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,73
1988,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,85
1989,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,100
1990,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,110
1991,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,119
1992,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,129
1993,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,137
1994,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,145
1995,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,152
1996,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,158
1997,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,166
1998,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,174
1999,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,183
2000,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,188
2001,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,195
2002,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,202
2003,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,216
2004,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,225
2005,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,230
2006,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,240
2007,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,246
2008,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,257
2009,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,264
2010,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,278
2011,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,290
2012,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,305
2013,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,315
2014,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,319
2015,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,324
2016,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,333
2017,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,338
2018,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,342
2019,26804208,"pendry, jb",United Kingdom,Physics,cum_pub,343
1980,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1981,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1982,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1983,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1984,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1985,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1986,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1987,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1988,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1989,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1990,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1991,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1992,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1993,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1994,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1995,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1996,27245798,"krebs, fc",Denmark,Physics,cum_pub,0
1997,27245798,"krebs, fc",Denmark,Physics,cum_pub,3
1998,27245798,"krebs, fc",Denmark,Physics,cum_pub,6
1999,27245798,"krebs, fc",Denmark,Physics,cum_pub,12
2000,27245798,"krebs, fc",Denmark,Physics,cum_pub,23
2001,27245798,"krebs, fc",Denmark,Physics,cum_pub,30
2002,27245798,"krebs, fc",Denmark,Physics,cum_pub,34
2003,27245798,"krebs, fc",Denmark,Physics,cum_pub,47
2004,27245798,"krebs, fc",Denmark,Physics,cum_pub,65
2005,27245798,"krebs, fc",Denmark,Physics,cum_pub,75
2006,27245798,"krebs, fc",Denmark,Physics,cum_pub,94
2007,27245798,"krebs, fc",Denmark,Physics,cum_pub,110
2008,27245798,"krebs, fc",Denmark,Physics,cum_pub,128
2009,27245798,"krebs, fc",Denmark,Physics,cum_pub,147
2010,27245798,"krebs, fc",Denmark,Physics,cum_pub,169
2011,27245798,"krebs, fc",Denmark,Physics,cum_pub,202
2012,27245798,"krebs, fc",Denmark,Physics,cum_pub,248
2013,27245798,"krebs, fc",Denmark,Physics,cum_pub,291
2014,27245798,"krebs, fc",Denmark,Physics,cum_pub,327
2015,27245798,"krebs, fc",Denmark,Physics,cum_pub,361
2016,27245798,"krebs, fc",Denmark,Physics,cum_pub,390
2017,27245798,"krebs, fc",Denmark,Physics,cum_pub,401
2018,27245798,"krebs, fc",Denmark,Physics,cum_pub,406
2019,27245798,"krebs, fc",Denmark,Physics,cum_pub,406
1980,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1980,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1981,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1981,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1982,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1982,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1983,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1983,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1984,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1984,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1985,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1985,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1986,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1986,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1987,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1987,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1988,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1988,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1989,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1989,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1990,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1990,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1991,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1991,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1992,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1992,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1993,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1993,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1994,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1994,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1995,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1995,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1996,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1996,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1997,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1997,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1998,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1998,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
1999,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
1999,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
2000,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
2000,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
2001,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
2001,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
2002,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
2002,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
2003,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
2003,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
2004,27480865,"sovacool, bk",Denmark,Economics,cum_pub,0
2004,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,0
2005,27480865,"sovacool, bk",Denmark,Economics,cum_pub,1
2005,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,2
2006,27480865,"sovacool, bk",Denmark,Economics,cum_pub,3
2006,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,4
2007,27480865,"sovacool, bk",Denmark,Economics,cum_pub,8
2007,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,12
2008,27480865,"sovacool, bk",Denmark,Economics,cum_pub,22
2008,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,32
2009,27480865,"sovacool, bk",Denmark,Economics,cum_pub,44
2009,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,56
2010,27480865,"sovacool, bk",Denmark,Economics,cum_pub,78
2010,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,100
2011,27480865,"sovacool, bk",Denmark,Economics,cum_pub,136
2011,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,172
2012,27480865,"sovacool, bk",Denmark,Economics,cum_pub,200
2012,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,228
2013,27480865,"sovacool, bk",Denmark,Economics,cum_pub,253
2013,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,278
2014,27480865,"sovacool, bk",Denmark,Economics,cum_pub,296
2014,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,314
2015,27480865,"sovacool, bk",Denmark,Economics,cum_pub,338
2015,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,362
2016,27480865,"sovacool, bk",Denmark,Economics,cum_pub,385
2016,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,408
2017,27480865,"sovacool, bk",Denmark,Economics,cum_pub,438
2017,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,468
2018,27480865,"sovacool, bk",Denmark,Economics,cum_pub,500
2018,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,532
2019,27480865,"sovacool, bk",Denmark,Economics,cum_pub,540
2019,27480865,"sovacool, bk",United Kingdom,Economics,cum_pub,548
1980,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,1
1981,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,3
1982,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,6
1983,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,12
1984,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,17
1985,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,20
1986,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,26
1987,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,31
1988,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,34
1989,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,37
1990,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,42
1991,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,45
1992,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,49
1993,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,53
1994,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,60
1995,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,66
1996,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,73
1997,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,87
1998,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,105
1999,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,116
2000,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,137
2001,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,148
2002,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,158
2003,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,181
2004,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,192
2005,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,203
2006,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,219
2007,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,232
2008,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,240
2009,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,247
2010,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,252
2011,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,260
2012,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,269
2013,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,276
2014,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,284
2015,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,304
2016,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,314
2017,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,325
2018,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,342
2019,30610796,"foyer, ch",United Kingdom,Biology,cum_pub,348
1980,31705080,"juselius, k",Denmark,Economics,cum_pub,0
1981,31705080,"juselius, k",Denmark,Economics,cum_pub,0
1982,31705080,"juselius, k",Denmark,Economics,cum_pub,0
1983,31705080,"juselius, k",Denmark,Economics,cum_pub,0
1984,31705080,"juselius, k",Denmark,Economics,cum_pub,0
1985,31705080,"juselius, k",Denmark,Economics,cum_pub,0
1986,31705080,"juselius, k",Denmark,Economics,cum_pub,0
1987,31705080,"juselius, k",Denmark,Economics,cum_pub,0
1988,31705080,"juselius, k",Denmark,Economics,cum_pub,0
1989,31705080,"juselius, k",Denmark,Economics,cum_pub,0
1990,31705080,"juselius, k",Denmark,Economics,cum_pub,1
1991,31705080,"juselius, k",Denmark,Economics,cum_pub,2
1992,31705080,"juselius, k",Denmark,Economics,cum_pub,6
1993,31705080,"juselius, k",Denmark,Economics,cum_pub,6
1994,31705080,"juselius, k",Denmark,Economics,cum_pub,7
1995,31705080,"juselius, k",Denmark,Economics,cum_pub,9
1996,31705080,"juselius, k",Denmark,Economics,cum_pub,10
1997,31705080,"juselius, k",Denmark,Economics,cum_pub,10
1998,31705080,"juselius, k",Denmark,Economics,cum_pub,11
1999,31705080,"juselius, k",Denmark,Economics,cum_pub,11
2000,31705080,"juselius, k",Denmark,Economics,cum_pub,12
2001,31705080,"juselius, k",Denmark,Economics,cum_pub,14
2002,31705080,"juselius, k",Denmark,Economics,cum_pub,14
2003,31705080,"juselius, k",Denmark,Economics,cum_pub,14
2004,31705080,"juselius, k",Denmark,Economics,cum_pub,15
2005,31705080,"juselius, k",Denmark,Economics,cum_pub,16
2006,31705080,"juselius, k",Denmark,Economics,cum_pub,16
2007,31705080,"juselius, k",Denmark,Economics,cum_pub,16
2008,31705080,"juselius, k",Denmark,Economics,cum_pub,17
2009,31705080,"juselius, k",Denmark,Economics,cum_pub,20
2010,31705080,"juselius, k",Denmark,Economics,cum_pub,21
2011,31705080,"juselius, k",Denmark,Economics,cum_pub,22
2012,31705080,"juselius, k",Denmark,Economics,cum_pub,22
2013,31705080,"juselius, k",Denmark,Economics,cum_pub,23
2014,31705080,"juselius, k",Denmark,Economics,cum_pub,26
2015,31705080,"juselius, k",Denmark,Economics,cum_pub,28
2016,31705080,"juselius, k",Denmark,Economics,cum_pub,29
2017,31705080,"juselius, k",Denmark,Economics,cum_pub,31
2018,31705080,"juselius, k",Denmark,Economics,cum_pub,32
2019,31705080,"juselius, k",Denmark,Economics,cum_pub,33
1980,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,0
1981,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,1
1982,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,3
1983,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,4
1984,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,4
1985,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,4
1986,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,4
1987,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,4
1988,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,9
1989,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,10
1990,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,16
1991,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,17
1992,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,18
1993,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,23
1994,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,25
1995,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,27
1996,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,29
1997,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,31
1998,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,36
1999,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,39
2000,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,39
2001,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,43
2002,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,46
2003,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,47
2004,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,48
2005,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,51
2006,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,60
2007,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,62
2008,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,66
2009,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,70
2010,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,74
2011,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,77
2012,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,81
2013,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,84
2014,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,91
2015,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,93
2016,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,97
2017,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,100
2018,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,102
2019,32600568,"clarke, kr",United Kingdom,Biology,cum_pub,102
1980,32667861,"jennings, s",Denmark,Biology,cum_pub,0
1980,32667861,"jennings, s",United Kingdom,Biology,cum_pub,0
1981,32667861,"jennings, s",Denmark,Biology,cum_pub,0
1981,32667861,"jennings, s",United Kingdom,Biology,cum_pub,0
1982,32667861,"jennings, s",Denmark,Biology,cum_pub,0
1982,32667861,"jennings, s",United Kingdom,Biology,cum_pub,0
1983,32667861,"jennings, s",Denmark,Biology,cum_pub,0
1983,32667861,"jennings, s",United Kingdom,Biology,cum_pub,0
1984,32667861,"jennings, s",Denmark,Biology,cum_pub,0
1984,32667861,"jennings, s",United Kingdom,Biology,cum_pub,0
1985,32667861,"jennings, s",Denmark,Biology,cum_pub,0
1985,32667861,"jennings, s",United Kingdom,Biology,cum_pub,0
1986,32667861,"jennings, s",Denmark,Biology,cum_pub,0
1986,32667861,"jennings, s",United Kingdom,Biology,cum_pub,0
1987,32667861,"jennings, s",Denmark,Biology,cum_pub,0
1987,32667861,"jennings, s",United Kingdom,Biology,cum_pub,0
1988,32667861,"jennings, s",Denmark,Biology,cum_pub,0
1988,32667861,"jennings, s",United Kingdom,Biology,cum_pub,0
1989,32667861,"jennings, s",Denmark,Biology,cum_pub,0
1989,32667861,"jennings, s",United Kingdom,Biology,cum_pub,0
1990,32667861,"jennings, s",Denmark,Biology,cum_pub,0
1990,32667861,"jennings, s",United Kingdom,Biology,cum_pub,0
1991,32667861,"jennings, s",Denmark,Biology,cum_pub,4
1991,32667861,"jennings, s",United Kingdom,Biology,cum_pub,8
1992,32667861,"jennings, s",Denmark,Biology,cum_pub,10
1992,32667861,"jennings, s",United Kingdom,Biology,cum_pub,12
1993,32667861,"jennings, s",Denmark,Biology,cum_pub,12
1993,32667861,"jennings, s",United Kingdom,Biology,cum_pub,12
1994,32667861,"jennings, s",Denmark,Biology,cum_pub,13
1994,32667861,"jennings, s",United Kingdom,Biology,cum_pub,14
1995,32667861,"jennings, s",Denmark,Biology,cum_pub,17
1995,32667861,"jennings, s",United Kingdom,Biology,cum_pub,20
1996,32667861,"jennings, s",Denmark,Biology,cum_pub,25
1996,32667861,"jennings, s",United Kingdom,Biology,cum_pub,30
1997,32667861,"jennings, s",Denmark,Biology,cum_pub,32
1997,32667861,"jennings, s",United Kingdom,Biology,cum_pub,34
1998,32667861,"jennings, s",Denmark,Biology,cum_pub,40
1998,32667861,"jennings, s",United Kingdom,Biology,cum_pub,46
1999,32667861,"jennings, s",Denmark,Biology,cum_pub,51
1999,32667861,"jennings, s",United Kingdom,Biology,cum_pub,56
2000,32667861,"jennings, s",Denmark,Biology,cum_pub,60
2000,32667861,"jennings, s",United Kingdom,Biology,cum_pub,64
2001,32667861,"jennings, s",Denmark,Biology,cum_pub,68
2001,32667861,"jennings, s",United Kingdom,Biology,cum_pub,72
2002,32667861,"jennings, s",Denmark,Biology,cum_pub,84
2002,32667861,"jennings, s",United Kingdom,Biology,cum_pub,96
2003,32667861,"jennings, s",Denmark,Biology,cum_pub,101
2003,32667861,"jennings, s",United Kingdom,Biology,cum_pub,106
2004,32667861,"jennings, s",Denmark,Biology,cum_pub,112
2004,32667861,"jennings, s",United Kingdom,Biology,cum_pub,118
2005,32667861,"jennings, s",Denmark,Biology,cum_pub,131
2005,32667861,"jennings, s",United Kingdom,Biology,cum_pub,144
2006,32667861,"jennings, s",Denmark,Biology,cum_pub,154
2006,32667861,"jennings, s",United Kingdom,Biology,cum_pub,164
2007,32667861,"jennings, s",Denmark,Biology,cum_pub,179
2007,32667861,"jennings, s",United Kingdom,Biology,cum_pub,194
2008,32667861,"jennings, s",Denmark,Biology,cum_pub,205
2008,32667861,"jennings, s",United Kingdom,Biology,cum_pub,216
2009,32667861,"jennings, s",Denmark,Biology,cum_pub,225
2009,32667861,"jennings, s",United Kingdom,Biology,cum_pub,234
2010,32667861,"jennings, s",Denmark,Biology,cum_pub,243
2010,32667861,"jennings, s",United Kingdom,Biology,cum_pub,252
2011,32667861,"jennings, s",Denmark,Biology,cum_pub,262
2011,32667861,"jennings, s",United Kingdom,Biology,cum_pub,272
2012,32667861,"jennings, s",Denmark,Biology,cum_pub,284
2012,32667861,"jennings, s",United Kingdom,Biology,cum_pub,296
2013,32667861,"jennings, s",Denmark,Biology,cum_pub,303
2013,32667861,"jennings, s",United Kingdom,Biology,cum_pub,310
2014,32667861,"jennings, s",Denmark,Biology,cum_pub,324
2014,32667861,"jennings, s",United Kingdom,Biology,cum_pub,338
2015,32667861,"jennings, s",Denmark,Biology,cum_pub,358
2015,32667861,"jennings, s",United Kingdom,Biology,cum_pub,378
2016,32667861,"jennings, s",Denmark,Biology,cum_pub,396
2016,32667861,"jennings, s",United Kingdom,Biology,cum_pub,414
2017,32667861,"jennings, s",Denmark,Biology,cum_pub,434
2017,32667861,"jennings, s",United Kingdom,Biology,cum_pub,454
2018,32667861,"jennings, s",Denmark,Biology,cum_pub,461
2018,32667861,"jennings, s",United Kingdom,Biology,cum_pub,468
2019,32667861,"jennings, s",Denmark,Biology,cum_pub,473
2019,32667861,"jennings, s",United Kingdom,Biology,cum_pub,478
1980,34356797,"duarte, cm",Denmark,Biology,cum_pub,0
1981,34356797,"duarte, cm",Denmark,Biology,cum_pub,0
1982,34356797,"duarte, cm",Denmark,Biology,cum_pub,0
1983,34356797,"duarte, cm",Denmark,Biology,cum_pub,0
